61|Seed Flare|120|120|5|1|0|3|0|0|The user emits a shockwave from its body to attack the target![NEWLINE]-40% chance to lower the target's Sp.D 2 stages.|stat targ,sd,-2,40
62|Solar Beam|120|120|10|1|0|3|0|0|The user focuses sunlight into a beam to attack![NEWLINE]-Two-turn move.[NEWLINE]-Skips the charging turn in harsh sunlight.[NEWLINE]-Power is halved in rain, sandstorm, hail.|2turn solar
63|Volt Tackle|120|120|15|0|1|4|0|0|The user electrifies itself and charges the target![NEWLINE]-The user takes 1/3 recoil damage.[NEWLINE]-10% chance to paralyze.|recoil 1/3 para 10
64|Zap Cannon|120|120|5|1|0|4|0|0|The user fires an eletric blast like a cannon![NEWLINE]-100% chance to paralyze.[NEWLINE]-Ball/bomb move.|para 100 bullet
65|Close Combat|120|120|5|0|1|6|0|0|The user drops their guard to achieve an all out attack![NEWLINE]-Lowers the user's Def. Sp.D 1 stage each.|stat self,de:sd,-1:-1,100
66|Superpower|120|120|15|0|1|6|0|0|The user draws on its latent potential and attacks the target with great power![NEWLINE]-Lowers the user's Atk. Def. 1 stage each.|stat self,at:de,-1:-1,100
67|Focus Blast|120|120|5|1|0|6|0|0|The user heightens its mental focus an unleashs its power![NEWLINE]-10% chance to lower the target's Sp.D 1 stage.[NEWLINE]-Bomb/ball move.|stat targ,sa,-1,10 bullet
68|Precipice Blades|120|120|10|0|0|8|0|6|The user manifests the power of the land and attacks the target with fearsome blades of stone!|null
69|Brave Bird|120|120|15|0|1|9|0|0|The user tucks in its wings and charges at a low altitude![NEWLINE]-The user takes 1/3 recoil damage.|recoil 1/3
70|Dragon Ascent|120|120|5|0|1|9|0|0|The user attacks by dropping out of the sky at high speed![NEWLINE]-Lowers the user's Def. Sp.D 1 stage each.|stat self,de:sd,-1:-1,100
71|Future Sight|120|120|5|1|0|10|0|0|The user looks into the future and predicts an attack![NEWLINE]-The opponent is attacked two turns later, at the end of the turn.|futuresight
72|Megahorn|120|120|10|0|1|11|0|0|The user rams into the target with its tough and impressive horn!|null
73|Headlong Rush|120|120|5|0|1|12|0|0|The user smashes into the target in a full-body tackle![NEWLINE]-Lowers the user's Def. Sp.D 1 stage each.|stat self,de:sd,-1:-1,100
74|Shadow Force|120|120|5|0|1|13|0|0|The user disappears into the dark and strikes the target on the next turn![NEWLINE]-Two turn move.|shadowforce 2turn semi-invul
75|Dragon Fist|120|120|5|0|1|14|0|0|If the user doesn't do it, who will?[NEWLINE]-Raises the user's Spe. 1 stage.[NEWLINE]-Lowers the user's Def. 2 stages, Sp.D 1 stage.|stat self,de:sd:sp,-2:-1:1,100
76|Make It Rain|120|120|5|1|0|16|0|6|The user throws a mass of gold coins at the target![NEWLINE]-Lowers the user's Sp.A 1 stage.|stat self,sa,-1,100
77|Fire Blast|110|110|5|1|0|1|0|0|The user attacks with a blast of all-consuming flames![NEWLINE]-10% chance to burn.|burn 10
78|Origin Pulse|110|110|10|1|0|2|0|6|The user attacks the target with countless beams of glowing blue light![NEWLINE]-Pulse move.|pulse
79|Hydro Pump|110|110|5|1|0|2|0|0|The user blasts the target with a huge volume of water under great pressure!|null
80|Steam Eruption|110|110|5|1|0|2|0|0|The user immerses the target in a superheated steam![NEWLINE]-30% chance to burn.[NEWLINE]-Thaws a frozen user or target.|burn 30 thaws thawsTarg scald
81|Thunder|110|110|10|1|0|4|0|0|The user drops a wicked lightningbolt on the target to inflict damage![NEWLINE]-30% chance to paralyze.[NEWLINE]-Bypasses accuracy check in rain.|para 30 noMissRain thunder
82|Blizzard|110|110|5|1|0|5|0|6|The user summons a howling blizzard to strike the target![NEWLINE]-10% chance to freeze.[NEWLINE]-Bypasses accuracy check in hail.|frze 10 blizzard
83|Hurricane|110|110|10|1|0|9|0|1|The user wraps its target in a fierce wind from a furious storm![NEWLINE]-30% chance to confuse.[NEWLINE]-Bypasses accuracy check in rain.|conf 30 noMissRain thunder
84|Clanging Scales|110|110|5|1|0|14|0|6|The user rubs the scales on its body and makes a huge noise to inflict damage on the target![NEWLINE]-Lowers the user's Def. 1 stage.[NEWLINE]-Sound-based move.|stat self,de,-1,100 sound
85|Judgement [Normal]|100|100|10|1|0|0|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Blank Plate.|null
86|Judgement [Fire]|100|100|10|1|0|1|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Flame Plate.|null
87|Judgement [Water]|100|100|10|1|0|2|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Splash Plate.|null
88|Judgement [Grass]|100|100|10|1|0|3|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Meadow Plate.|null
89|Judgement [Electric]|100|100|10|1|0|4|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Zap Plate.|null
90|Judgement [Ice]|100|100|10|1|0|5|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Icicle Plate.|null
91|Judgement [Fighting]|100|100|10|1|0|6|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Fist Plate.|null
92|Judgement [Poison]|100|100|10|1|0|7|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Toxic Plate.|null
93|Judgement [Ground]|100|100|10|1|0|8|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Earth Plate.|null
94|Judgement [Flying]|100|100|10|1|0|9|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Sky Plate.|null
95|Judgement [Psychic]|100|100|10|1|0|10|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Mind Plate.|null
96|Judgement [Bug]|100|100|10|1|0|11|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Insect Plate.|null
97|Judgement [Rock]|100|100|10|1|0|12|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Stone Plate.|null
98|Judgement [Ghost]|100|100|10|1|0|13|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Spooky Plate.|null
99|Judgement [Dragon]|100|100|10|1|0|14|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Draco Plate.|null
100|Judgement [Dark]|100|100|10|1|0|15|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Dread Plate.|null
101|Judgement [Steel]|100|100|10|1|0|16|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Iron Plate.|null
102|Judgement [Fairy]|100|100|10|1|0|17|0|0|The user pelts the battlefield with bolts of light from the sky![NEWLINE]-Holding the Pixie Plate.|null
103|Ivy Cudgel [Fire]|100|100|10|0|0|1|0|0|The user strikes the target with a thorny ivy-wrapped cudgel![NEWLINE]-Increased crit' ratio.[NEWLINE]-Holding the Hearthflame Mask.|highCrit
104|Ivy Cudgel [Water]|100|100|10|0|0|2|0|0|The user strikes the target with a thorny ivy-wrapped cudgel![NEWLINE]-Increased crit' ratio.[NEWLINE]-Holding the Wellspring Mask.|highCrit
105|Ivy Cudgel [Grass]|100|100|10|0|0|3|0|0|The user strikes the target with a thorny ivy-wrapped cudgel![NEWLINE]-Increased crit' ratio.[NEWLINE]-Holding the Teal Mask.|highCrit
106|Ivy Cudgel [Rock]|100|100|10|0|0|12|0|0|The user strikes the target with a thorny ivy-wrapped cudgel![NEWLINE]-Increased crit' ratio.[NEWLINE]-Holding the Cornerstone Mask.|highCrit
107|Fusion Flare|100|100|5|1|0|1|0|0|The user throws down a giant flame![NEWLINE]-Doubles in power if used after Fusion Bolt.[NEWLINE]-Thaws a frozen user.|fusion-f thaws
108|Sacred Fire|100|100|5|1|0|1|0|0|The user razes the target with a mystical fire of great intensity![NEWLINE]-50% chance to burn the target.[NEWLINE]-Thaws a frozen user.|thaws burn 50
109|Crabhammer|100|100|10|0|1|2|0|0|The target is hammered with a large pincer![NEWLINE]-Increased crit' ratio.|highCrit
110|Fusion Bolt|100|100|5|0|0|4|0|0|The user throws down a giant lightning bolt![NEWLINE]-Doubles in power if used after Fusion Flare.|fusion-b
111|Wildbolt Storm|100|100|10|1|0|4|0|6|The user summons a thunderous tempest and savagely attacks the target with lightning and wind![NEWLINE]-20% chance to paralyze.[NEWLINE]-Bypasses accuracy check in rain.|para 20 noMissRain
112|Electro Drift|100|100|5|1|1|4|0|0|The user races forward at ultrafast speeds and pierces its target with futuristic electricity![NEWLINE]-Damage boosted by 33.33% if it's a super-effective hit.|collision
113|Mountain Gale|100|100|10|0|0|5|0|0|The user hurls giant chunks of ice at the target![NEWLINE]-30% chance to make the target flinch.|flinch 30
114|Collision Course|100|100|5|0|1|6|0|0|The user transforms and crashes into the ground with a massive prehistoric explosion![NEWLINE]-Damage boosted by 33.33% if it's a super-effective hit.|collision
115|Malignant Chain|100|100|5|1|0|7|0|0|The user wraps the target in a corrosive chain and pours toxins into them![NEWLINE]-50% chance to badly poison.|badPois 50
116|Earthquake|100|100|10|0|0|8|0|5|The user causes a powerful earthquake![NEWLINE]-Power is halved if used on Grassy Terrain.|nerfGrassy
117|Sandsear Storm|100|100|10|1|0|8|0|6|The user wraps the target in fierce winds and searlingly hot sand![NEWLINE]-20% chance burn.[NEWLINE]-Bypasses accuracy check in rain.|burn 20 noMissRain
118|Aeroblast|100|100|5|1|0|9|0|1|The user shoots a vortex of air at the target![NEWLINE]-Increased crit. ratio.|highCrit
119|Bleakwind Storm|100|100|10|1|0|9|0|6|The user attacks with savagely cold winds that cause both body and spirit to tremble![NEWLINE]-30% chance to lower the target's Spe. 1 stage.[NEWLINE]-Bypasses accuracy check in rain.|stat targ,sp,-1,30 noMissRain
120|Psystrike|100|100|10|1|0|10|0|0|The user materializes an odd psychic wave to attack![NEWLINE]-Damage is calculated with the user's Sp.A and the target's Def.|psystrike
121|Stone Edge|100|100|5|0|0|12|0|0|The user stabs the target from below with sharpened stones![NEWLINE]-Increased crit' ratio.|highCrit
122|Diamond Storm|100|100|5|0|0|12|0|6|The user whips up a storm of diamonds to damage the target![NEWLINE]-50% chance to raise the user's Def. 2 stages.|stat self,de,2,50
123|Moongeist Beam|100|100|5|1|0|13|0|0|The user attacks the target by emitting a sinister ray![NEWLINE]-Ignores the target's ability.|moldbreaker
124|Core Enforcer|100|100|10|1|0|14|0|6|The user unleashes a super sick laser and draws a 'Z'!|null
125|Spacial Rend|100|100|5|1|0|14|0|0|The user tears the fabric of space around the target![NEWLINE]-Increased crit' ratio.|highCrit
126|Dynamax Cannon|100|100|5|1|0|14|0|0|The user condenses energy within its body and unleashes it at the target!|null
127|Hyperspace Fury|100|100|5|0|0|15|0|0|The user unleashes a barrage of attacks using its many arms![NEWLINE]-Bypasses accuracy checks.[NEWLINE]-Lowers the user's Def. 1 stage.|breaksProtect noMiss stat self,de,-1,100
128|Sunsteel Strike|100|100|5|0|1|16|0|0|The user slams into the target with the force of a meteor![NEWLINE]-Ignores the target's ability.|moldbreaker
129|Behemoth Blade|100|100|5|0|1|16|0|0|The user wields a large, powerful sword and cuts the target with a vigorous slash!|null
130|Behemoth Bash|100|100|5|0|1|16|0|0|The user's body becomes a firm shield, and it slams into the target fiercely!|null
131|Iron Tail|100|100|15|0|1|16|0|0|The user slams the target with a steel-hard tail![NEWLINE]-30% chance to lower target's Def. 1 stage.|stat targ,de,-1,30
132|Spin Out|100|100|5|0|1|16|0|0|The user spins furiously by straining its legs![NEWLINE]-Lowers the user's Spe. 2 stages.|stat self,sp,-2,100
133|Springtide Storm|100|100|10|1|0|17|0|6|The user wraps the target in fierce winds brimming with love and hate![NEWLINE]-30% chance to lower the target's Atk. 1 stage.|stat targ,at,-1,30
134|Heat Wave|95|95|10|1|0|1|0|6|The user exhales hot breath on the target![NEWLINE]-10% chance to burn.|burn 10
135|Big Bang Attack|95|95|15|1|0|4|0|0|The user condenses their ki into an explosive sphere and fires it at the target![NEWLINE]-30% chance to paralyze.|para 30
136|Moonblast|95|95|15|1|0|17|0|0|The user calls on the power of the Moon to attack the target![NEWLINE]-30% chance to lower the target's Sp.A 1 stage.|stat targ,sa,-1,30
137|Revelation Dance|90|90|15|1|0|0|0|0|The user attacks the target by dancing with all its might![NEWLINE]-Changes type to match the user's primary type.[NEWLINE]-Dance move.|revelation dance
138|Flamethrower|90|90|15|1|0|1|0|0|The user attacks with a powerful flame![NEWLINE]-10% chance to burn.|burn 10
139|Surf|90|90|15|1|0|2|0|5|The user swamps everything around it with a giant wave!|surf
140|Muddy Water|90|90|10|1|0|2|0|6|The user attacks by shooting muddy water at the target![NEWLINE]-30% chance to lower the target's Accu. 1 stage.|stat targ,ac,-1,30
141|Aqua Tail|90|90|10|0|1|2|0|0|The user swings its tail like a vicious wave in a raging storm!|null
142|Leaf Blade|90|90|15|0|1|3|0|0|The user attacks with a sharpened leaf![NEWLINE]-Increased crit' ratio.|highCrit
143|Energy Ball|90|90|10|1|0|3|0|0|The user draws power from nature and fires it at the target![NEWLINE]-10% chance to lower the target's Sp.D 1 stage.[NEWLINE]-Bomb/ball move.|stat targ,sd,-1,10 bullet
144|Wild Charge|90|90|15|0|1|4|0|0|The user shrouds itself in electricity and smashes into the target![NEWLINE]-The user takes 1/4 recoil damage.|recoil 1/4
145|Thunderbolt|90|90|15|1|0|4|0|0|The user attacks with a bolt of lightning![NEWLINE]-10% chance to paralyze.|para 10
146|Ice Beam|90|90|15|1|0|5|0|0|The user focuses a stream of ice at the target![NEWLINE]-10% chance to freeze.|frze 10
147|Triple Arrows|90|90|10|0|1|6|0|0|The user kicks, then fires three arrows![NEWLINE]-Increased crit' ratio.[NEWLINE]-50% chance to lower target's Def. 1 stage.[NEWLINE]-30% chance to make the target flinch.|highCrit flinch 30 stat targ,de,-1,50
148|Sludge Bomb|90|90|10|1|0|7|0|0|The user hurls unsanitary sludge at the target![NEWLINE]-30% chance to poison.[NEWLINE]-Ball/bomb move.|pois 30 bullet
149|Earth Power|90|90|10|1|0|8|0|0|The user makes the ground under the target erupt with power![NEWLINE]-10% chance to lower target's Sp.D 1 stage.|stat targ,sd,-1,10
150|Thousand Arrows|90|90|10|0|0|8|0|6|The user creates arrows from the very ground and hurls them at the target![NEWLINE]-Hits ungrounded targets and grounds them.|arrows
151|Fly|90|90|15|0|1|9|0|1|The user flies up into the sky, then attacks on the next turn![NEWLINE]-Vulnerable to Smack Down, Sky Uppercut, Thunder, Hurricane and double damage from Gust, Twister on the first turn.|2turn flying
152|Psychic|90|90|10|1|0|10|0|0|The user hits the target with a strong telekinetic force![NEWLINE]-10% chance to lower target's Sp.D 1 stage.|stat targ,sd,-1,10
153|Mystical Power|90|90|10|1|0|10|0|0|The user attacks by emitting a mysterious power![NEWLINE]-Raises the user's Sp.A 1 stage.|stat self,sa,+1,100
154|Attack Order|90|90|15|0|0|11|0|0|The user calls on its underlings to pummel the target![NEWLINE]-Increased crit' ratio.|highCrit
155|First Impression|90|90|10|0|1|11|2|0|The user dashes forward and slashes at the target as soon as it gets the opportunity![NEWLINE]-Priority +2.[NEWLINE]-Only works on the first turn after the user enters battle.|fakeout
156|Phantom Force|90|90|10|0|1|13|0|0|The user vanishes into another plane, then strikes the target on the next turn!|2turn shadowforce
157|Play Rough|90|90|10|0|1|17|0|0|The user attacks by playing rough with the target![NEWLINE]-10% chance to lower the target's Atk. 1 stage.|stat targ,at,-1,10
158|Strange Steam|90|90|10|1|0|17|0|0|The user mixes a special steam and shoots it at the target![NEWLINE]-20% chance to confuse.|conf 20
159|Blaze Kick|85|85|10|0|1|1|0|0|The user attacks with a fiery kick![NEWLINE]-10% chance to burn.[NEWLINE]-Increased crit' ratio.|highCrit burn 10
160|Kamehameha|85|85|10|1|0|2|0|1|The user concentrates their ki and releases it in a beam![NEWLINE]-50% chance to lower the target's Def. 2 stages.[NEWLINE]-Pulse move.|stat targ,de,-2,50 pulse
161|Secret Sword|85|85|10|1|0|6|0|0|The user uses odd power to cut with its long horn![NEWLINE]-Damage is calculated with the user's Sp.A and the target's Def.|psystrike
162|Bounce|85|85|5|0|1|9|0|1|The user bounces up high on the first turn, then drops onto the target on the next turn![NEWLINE]-Vulnerable to Smack Down, Sky Uppercut, Thunder, Hurricane and double damage from Gust, Twister on the first turn.|2turn flying para 30
163|Psychic Fangs|85|85|10|0|1|10|0|0|The user bites the target with its psychic capabilities![NEWLINE]-Removes Light Screen, Reflect, Aurora Veil from the opponent's side.|breakScreens
164|Dragon Pulse|85|85|10|1|0|14|0|1|The user summons a beastly beam from its mouth![NEWLINE]-Pulse move.|pulse
165|Kowtow Cleave|85|85|10|0|1|15|0|0|The user kowtows to make the target lower its guard... and then slashes at them![NEWLINE]-Bypasses accuracy checks.|slicing noMiss
166|Extreme Speed|80|80|5|0|1|0|2|0|The user charges at the target with blinding speed![NEWLINE]-Priority +2.|null
167|Torch Song|80|80|10|1|0|1|0|0|The user breathes raging flames at the target like it's singing a song![NEWLINE]-Raises the user's Sp.A 1 stage.[NEWLINE]-Sound-based move.|stat self,sa,1,100 sound
168|Lava Plume|80|80|15|1|0|1|0|5|The user torches its surroundings with an inferno of flames![NEWLINE]-30% chance to burn.|burn 30
169|Fiery Dance|80|80|10|1|0|1|0|0|The user cloaks itself in flames and attacks the target by dancing and flapping its wings![NEWLINE]-50% chance to raise the user's Sp.A 1 stage.[NEWLINE]-Dance move.|stat self,sa,1,50 dance
170|Fire Lash|80|80|15|0|1|1|0|0|The user strikes with a burning lash![NEWLINE]-Lowers the target's Def. 1 stage.|stat targ,de,-1,100
171|Hydro Steam|80|80|15|1|0|2|0|0|The user blasts the target with prehistoric, boiling-hot water![NEWLINE]-50% boost in harsh sunlight, while also ignoring the usual Water-type nerf.|hydrosteam
172|Dive|80|80|10|0|1|2|0|0|The user dives on the first turn, then resurfaces to attack on the next turn![NEWLINE]-Double damage from Surf, Whirlpool on the first turn.|2turn diving
173|Waterfall|80|80|15|0|1|2|0|0|The user charges at the target with a wall of water![NEWLINE]-20% chance to make the target flinch.|flinch 20
174|Aqua Step|80|80|10|0|1|2|0|0|The user attacks the target with light and fluid dance steps![NEWLINE]-Raises the user's Spe. 1 stage.|stat self,sp,+1,100
175|Scald|80|80|15|1|0|2|0|0|The user shoots boiling-hot water at the target![NEWLINE]-30% chance to burn.[NEWLINE]-Thaws a frozen user or target.|burn 30 thaws thawsTarg scald
176|Seed Bomb|80|80|15|0|0|3|0|0|The user attacks by pummeling the target with hard-shelled seeds![NEWLINE]-Bomb/ball move.|bullet
